'of he' | In regular: 95 | In spam: 51 | logProbRegular: -4.545867 | logProbSpam: -5.535635
'abou decom' | In regular: 6 | In spam: 0 | logProbRegular: -7.307984 | logProbSpam: -11.197530
'he aached' | In regular: 6 | In spam: 0 | logProbRegular: -7.307984 | logProbSpam: -11.197530
'aached file' | In regular: 6 | In spam: 0 | logProbRegular: -7.307984 | logProbSpam: -11.197530
'advaage ad' | In regular: 1 | In spam: 5 | logProbRegular: -9.099744 | logProbSpam: -7.858022
'spare pars' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'air force' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'us miliary' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'well as' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'no more' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'us for' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'su cars' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'usecured plaium' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'credi card' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'free medical' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'medical cosulaio\n' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'var seccode' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'seccode docume' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'codes seccode' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'seccode value' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'docume joissearchform' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'wedesday november' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'wih raes' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'ear fory' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'fory year' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'year lows' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'ake advaage' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'if your' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'modify your' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'lis seigs\n' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'wo hor' | In regular: 0 | In spam: 6 | logProbRegular: -11.197530 | logProbSpam: -7.675701
'aroud he' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'ediors of' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'member digial' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'digial library' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'more abou' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'years of' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'help you' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'ou he' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'elecrical ad' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'you eed' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'marius bulacu' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'mbulacuairugl wed' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'ad heir' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'ideificaio of' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'of medieval' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'spam whielised\n' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'coetype eplai' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'of hese' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'will also' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'projec will' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'or he' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'sciece ad' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'neurofederaio email' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'use of' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'phd sude' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'head of' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'he mos' | In regular: 2 | In spam: 3 | logProbRegular: -8.406597 | logProbSpam: -8.368848
'read he' | In regular: 2 | In spam: 3 | logProbRegular: -8.406597 | logProbSpam: -8.368848
'have he' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'research ad' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'\tfor safairugl' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'desig workshop\n' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'of ew' | In regular: 2 | In spam: 3 | logProbRegular: -8.406597 | logProbSpam: -8.368848
'for all' | In regular: 1 | In spam: 4 | logProbRegular: -9.099744 | logProbSpam: -8.081166
'mailig lis\n' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'ad dr' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'ad should' | In regular: 2 | In spam: 3 | logProbRegular: -8.406597 | logProbSpam: -8.368848
'he deparme' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'he projec' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'scieific programmer' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'xmailer microsof' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'microsof oulook' | In regular: 3 | In spam: 2 | logProbRegular: -8.001132 | logProbSpam: -8.774313
'bewee he' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'ou more' | In regular: 2 | In spam: 3 | logProbRegular: -8.406597 | logProbSpam: -8.368848
'if youve' | In regular: 1 | In spam: 4 | logProbRegular: -9.099744 | logProbSpam: -8.081166
'ieee members' | In regular: 5 | In spam: 0 | logProbRegular: -7.490306 | logProbSpam: -11.197530
'mo dec' | In regular: 4 | In spam: 1 | logProbRegular: -7.713450 | logProbSpam: -9.467460
'you do' | In regular: 1 | In spam: 4 | logProbRegular: -9.099744 | logProbSpam: -8.081166
'of our' | In regular: 1 | In spam: 4 | logProbRegular: -9.099744 | logProbSpam: -8.081166
'you kow' | In regular: 1 | In spam: 4 | logProbRegular: -9.099744 | logProbSpam: -8.081166
'ad air' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'ca provide' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'is for' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'we do' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'his repor' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'credi hisory' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'now you' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'ge your' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'value widow' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'widow ope' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'ik for' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'lows ake' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'bes deal' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'morgage ow' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'ow eve' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'be able' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'ow before' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'baacihomailcom mbulajhomailcom' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'of all' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'mbulaclachomailcom baachspacehomailcom' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'the he' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'fucio his' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'fucio is' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'service hisory' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'hisory program' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'caada dbs' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'hor lnb' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'marke today' | In regular: 0 | In spam: 5 | logProbRegular: -11.197530 | logProbSpam: -7.858022
'from medmailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'medmailmedrugl medmailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'from mailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'mailmedrugl mailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'\tby medmailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'by mailmedrugl' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'mailmedrugl mercury' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'from spooldir' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'spooldir by' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'orgaizaio faculy' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'of medical' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'medical scieces' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'scieces rug\n' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'geeral meeig' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'xmailer pegasus' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'pegasus mail' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'mail for' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'from heisiueieeeorg' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'heisiueieeeorg ieee' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'isiue ediors\n' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'in this' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'desig of' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'deadlie for' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'he ed' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'he complee' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'should be' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'bee seleced' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'coferece proceedigs' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'he pas' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'will ake' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'ake place' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'he compeiio' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'ou how' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'sponsors notice\n' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'of ieee' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'bu he' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'lear more' | In regular: 2 | In spam: 2 | logProbRegular: -8.406597 | logProbSpam: -8.774313
'here are' | In regular: 2 | In spam: 2 | logProbRegular: -8.406597 | logProbSpam: -8.774313
'youll fid' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'who have' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'may do' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'file wih' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'or if' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'member services' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'or by' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'by elephoe' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'ouside he' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'if his' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'ad maage' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'subscripio lis' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'xaimailscaerspamscore ss\n' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'web sie\n' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'doctype html' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'html public' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'jhiessikppswrugl tue' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'reew your' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'your ieee' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'ieee membership' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'publicaios ad' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'we look' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'he book' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'he groud' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'wih heir' | In regular: 2 | In spam: 2 | logProbRegular: -8.406597 | logProbSpam: -8.774313
'docume he' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'ha is' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'erms of' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'he same' | In regular: 2 | In spam: 2 | logProbRegular: -8.406597 | logProbSpam: -8.774313
'of which' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'more ha' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'are he' | In regular: 1 | In spam: 3 | logProbRegular: -9.099744 | logProbSpam: -8.368848
'new york' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'he use' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'his field' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'dep of' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'research projec' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'developme ad' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'vrije uiversiei' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'wih microsof' | In regular: 3 | In spam: 1 | logProbRegular: -8.001132 | logProbSpam: -9.467460
'also have' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'copies of' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'ad echology' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'you new' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
'subjec of' | In regular: 4 | In spam: 0 | logProbRegular: -7.713450 | logProbSpam: -11.197530
